Gene,Gene_name,TA_sites_interior,Gene_length,Mean_counts_5p_10pct,Mean_counts_3p_25pct,Mean_counts_interior,Insertion_index,Fraction_zeros,Fraction_above_thresh,Median_counts,Upper25,Lower25,Zeros_interval,TraDIS,Keio
926,yccJ,6.0,227,0.0,86.66666666666667,46.5,0.3151474076584208,0.3333333333333333,0.5,13.0,64.0,1.0,0.1666666666666666,Nonessential,Nonessential
927,wrbA,18.0,596,57.4,40.0,44.388888888888886,0.1145815407560374,0.1111111111111111,0.6666666666666666,10.5,53.5,4.25,0.0555555555555555,Nonessential,Nonessential
928,ymdF,2.0,173,0.0,36.0,13.5,0.1200533570475767,0.0,0.5,13.5,18.75,8.25,0.0,Nonessential,Nonessential
929,rutG,37.0,1328,46.66666666666666,41.5,67.86486486486487,0.0786200936803346,0.2702702702702703,0.7027027027027027,49.0,72.0,0.0,0.081081081081081,Nonessential,Nonessential
931,rutE,12.0,590,78.0,19.25,80.0,0.2086049543676662,0.4166666666666667,0.5833333333333334,32.5,141.25,0.0,0.1666666666666666,Nonessential,Nonessential
932,rutD,24.0,800,22.0,41.0,39.125,0.0752403846153846,0.375,0.625,11.5,71.0,0.0,0.0833333333333333,Nonessential,NA
933,rutC,10.0,386,20.0,44.66666666666666,142.0,0.5659625348744519,0.2,0.7,31.5,156.0,4.75,0.1,Nonessential,Nonessential
935,rutA,22.0,1091,97.2,71.625,88.04545454545455,0.1241563203066411,0.0909090909090909,0.8636363636363636,63.0,104.25,26.75,0.0909090909090909,Nonessential,Nonessential
936,rutR,12.0,638,30.33333333333333,48.333333333333336,87.91666666666667,0.2120006430351257,0.1666666666666666,0.75,69.5,115.25,7.0,0.0833333333333333,Nonessential,Nonessential
937,putA,99.0,3962,25.58333333333333,57.5,50.58585858585859,0.0196427051550726,0.202020202020202,0.7070707070707071,22.0,62.0,2.0,0.0303030303030303,Nonessential,Nonessential
938,FJKNNBLA_01043,9.0,209,0.0,21.5,7.111111111111111,0.0523453155032102,0.3333333333333333,0.4444444444444444,5.0,12.0,0.0,0.1111111111111111,NA,NA
939,putP,39.0,1508,35.0,60.66666666666666,41.46153846153846,0.0422990598464991,0.2051282051282051,0.717948717948718,33.0,52.0,3.0,0.0769230769230769,Nonessential,Nonessential
940,efeU,12.0,830,143.5,49.0,29.75,0.0551436515291937,0.25,0.5,6.0,61.5,2.25,0.0833333333333333,Nonessential,NA
941,efeO,26.0,1127,42.0,33.55555555555556,77.46153846153847,0.1057423226558439,0.1153846153846153,0.7692307692307693,50.0,107.75,8.0,0.0769230769230769,Nonessential,Nonessential
942,efeB,20.0,1271,88.0,42.23076923076923,56.25,0.0680869091569327,0.3,0.7,42.0,88.75,0.0,0.1,Nonessential,Nonessential
943,phoH,30.0,1064,23.0,63.888888888888886,64.3,0.0929728166570271,0.1,0.8,32.0,94.0,9.25,0.0333333333333333,Nonessential,Nonessential
944,pgaD,17.0,413,7.6,23.2,13.058823529411764,0.0486452729722919,0.2352941176470588,0.5294117647058824,6.0,17.0,1.0,0.1764705882352941,Nonessential,Nonessential
945,pgaC,45.0,1325,15.083333333333334,9.61904761904762,18.55555555555556,0.0215449121109498,0.4,0.5333333333333333,7.0,24.0,0.0,0.0666666666666666,Nonessential,Nonessential
946,pgaB,72.0,2018,41.625,5.617647058823529,15.541666666666666,0.0118484917791161,0.4444444444444444,0.4027777777777778,1.5,17.5,0.0,0.0972222222222222,Nonessential,Nonessential
947,pgaA,96.0,2423,16.357142857142858,40.64705882352941,34.6875,0.0220245087145623,0.2708333333333333,0.6145833333333334,10.5,40.0,0.0,0.0416666666666666,Nonessential,Nonessential
948,dgcT,73.0,1358,2.090909090909091,49.05263157894737,2.5753424657534247,0.0029175738821269,0.7945205479452054,0.1095890410958904,0.0,0.0,0.0,0.3424657534246575,Nonessential,Nonessential
949,ghrA,25.0,938,24.0,24.7,39.88,0.0654092176480236,0.32,0.64,16.0,39.0,0.0,0.08,Nonessential,Nonessential
950,ycdX,21.0,737,199.33333333333331,34.42857142857143,83.66666666666667,0.1746512194273388,0.1428571428571428,0.8571428571428571,55.0,92.0,33.0,0.0476190476190476,Nonessential,Nonessential
951,ycdY,11.0,554,65.33333333333333,51.25,42.90909090909091,0.1191588195198303,0.1818181818181818,0.6363636363636364,22.0,63.0,3.5,0.0909090909090909,Nonessential,Nonessential
952,ycdZ,15.0,521,143.66666666666666,29.4,82.8,0.2445002214675918,0.1333333333333333,0.8666666666666667,74.0,105.5,22.5,0.1333333333333333,Nonessential,Nonessential
953,csgG,25.0,833,20.0,50.3,24.96,0.0460984393757503,0.28,0.72,19.0,33.0,0.0,0.08,Nonessential,Nonessential
954,csgF,24.0,416,30.0,3.6666666666666665,5.083333333333333,0.0187993096646942,0.4583333333333333,0.2916666666666667,1.0,6.25,0.0,0.1666666666666666,Nonessential,Nonessential
955,csgE,16.0,389,29.0,3.0,13.875,0.0548744314811152,0.25,0.4375,3.5,25.0,0.75,0.125,Nonessential,Nonessential
956,csgD,30.0,650,23.666666666666668,4.454545454545454,11.3,0.0267455621301775,0.4333333333333333,0.3333333333333333,1.0,19.5,0.0,0.2,Nonessential,Nonessential
957,csgB,23.0,455,0.0,6.2,9.869565217391305,0.0333713109632842,0.4347826086956521,0.4347826086956521,1.0,19.0,0.0,0.217391304347826,Nonessential,Nonessential
958,csgA,15.0,455,10.0,43.4,23.133333333333333,0.0782192166807551,0.2666666666666666,0.6,16.0,40.0,1.5,0.1333333333333333,Nonessential,Nonessential
959,csgC,12.0,332,55.5,15.5,54.5,0.2525486561631139,0.0833333333333333,0.8333333333333334,26.0,55.25,8.25,0.0833333333333333,Nonessential,Nonessential
960,ymdA,7.0,311,26.0,30.25,16.142857142857142,0.0798558354828451,0.1428571428571428,0.5714285714285714,7.0,23.0,5.0,0.1428571428571428,Nonessential,Nonessential
961,ymdB,16.0,533,68.0,52.11111111111112,86.6875,0.2502164814547553,0.125,0.75,27.5,108.25,6.75,0.0625,Nonessential,Nonessential
962,clsC,46.0,1481,0.5,37.65,65.91304347826087,0.0684704134194783,0.1739130434782608,0.8043478260869565,28.0,98.75,7.5,0.0434782608695652,Nonessential,Nonessential
963,mdoC,52.0,1157,58.22222222222222,62.52941176470589,11.75,0.0156239611727943,0.3846153846153846,0.4038461538461538,5.0,18.0,0.0,0.0961538461538461,Nonessential,Nonessential
964,mdoG,40.0,1502,36.66666666666666,37.61538461538461,36.125,0.0370019461231178,0.175,0.7,18.5,53.5,4.0,0.05,Nonessential,Nonessential
965,mdoH,67.0,2513,36.5,28.666666666666668,37.47761194029851,0.022943837852581,0.208955223880597,0.7014925373134329,19.0,51.0,2.5,0.0597014925373134,Nonessential,Nonessential
966,yceK,7.0,227,31.0,99.33333333333331,87.57142857142857,0.5935034128866727,0.0,1.0,87.0,102.5,57.0,0.0,Nonessential,Nonessential
967,msyB,8.0,374,318.0,114.0,110.5,0.4545454545454545,0.125,0.875,94.5,124.75,49.25,0.125,Nonessential,Nonessential
968,mdtG,35.0,1226,53.375,65.27777777777777,68.0,0.0853306562931359,0.1428571428571428,0.7142857142857143,43.0,100.5,3.0,0.0571428571428571,Nonessential,Nonessential
969,lpxL,18.0,920,6.285714285714286,49.333333333333336,10.5,0.0175585284280936,0.5555555555555556,0.2222222222222222,0.0,2.75,0.0,0.2222222222222222,Essential,Nonessential
970,trhO,33.0,1052,18.5,46.15384615384615,68.45454545454545,0.1001090164588263,0.1212121212121212,0.7878787878787878,47.0,91.0,10.0,0.0303030303030303,Nonessential,Nonessential
971,yceI,20.0,575,44.0,41.0,46.6,0.1246822742474916,0.25,0.7,17.5,88.25,0.75,0.1,Nonessential,Nonessential
972,yceJ,17.0,566,20.2,42.0,31.94117647058824,0.0868202676558527,0.1176470588235294,0.7058823529411765,15.0,33.0,4.0,0.0588235294117647,Nonessential,Nonessential
973,yceO,4.0,113,0.0,3.0,3.25,0.0442477876106194,0.5,0.25,1.0,4.25,0.0,0.25,Nonessential,Nonessential
974,solA,26.0,1118,34.375,23.071428571428573,69.76923076923077,0.0960082988430311,0.1153846153846153,0.7692307692307693,55.0,111.5,7.75,0.0384615384615384,Nonessential,Nonessential
975,bssS,8.0,257,1.0,39.0,36.75,0.2199940137683328,0.125,0.875,21.5,56.5,9.75,0.125,Nonessential,Nonessential
976,dinI,11.0,245,27.0,0.0,10.454545454545457,0.0656486370772085,0.0,0.6363636363636364,9.0,16.0,3.0,0.0,Nonessential,Nonessential
977,pyrC,28.0,1046,61.2,42.0,53.785714285714285,0.079108272224907,0.1785714285714285,0.7142857142857143,27.0,68.75,3.5,0.0714285714285714,Nonessential,Nonessential
978,yceB,15.0,560,59.0,68.0,46.53333333333333,0.1278388278388278,0.2,0.7333333333333333,27.0,60.5,5.5,0.1333333333333333,Nonessential,Nonessential
979,grxB,14.0,647,67.5,29.444444444444443,43.57142857142857,0.1036058223075224,0.2857142857142857,0.5714285714285714,25.5,51.0,0.25,0.0714285714285714,Nonessential,Nonessential
980,mdtH,25.0,1208,58.4,106.54545454545456,77.6,0.0988283239938869,0.16,0.84,31.0,107.0,17.0,0.04,Nonessential,Nonessential
981,rimJ,17.0,584,22.33333333333333,70.625,76.23529411764706,0.2008305956734643,0.1176470588235294,0.8235294117647058,26.0,91.0,9.0,0.0588235294117647,Nonessential,Nonessential
982,yceH,15.0,647,97.5,96.33333333333331,51.86666666666667,0.1233305591883644,0.1333333333333333,0.6666666666666666,9.0,101.5,3.0,0.0666666666666666,Nonessential,Nonessential
983,yceM,21.0,923,31.83333333333333,87.0,62.71428571428572,0.1045325205671901,0.1428571428571428,0.8095238095238095,31.0,71.0,8.0,0.0476190476190476,Nonessential,Nonessential
984,murJ,32.0,1535,0.0,7.052631578947368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
985,flgN,14.0,416,91.0,101.0,25.214285714285715,0.0932480980557903,0.1428571428571428,0.7142857142857143,13.0,28.0,6.75,0.0714285714285714,Nonessential,Nonessential
986,flgM,6.0,293,164.0,46.5,26.666666666666668,0.140019252647239,0.5,0.5,8.5,17.75,0.0,0.3333333333333333,Nonessential,Nonessential
987,flgA,21.0,659,46.5,70.33333333333333,44.71428571428572,0.1043872667544898,0.1904761904761904,0.6666666666666666,52.0,61.0,1.0,0.0476190476190476,Nonessential,Nonessential
988,flgB,11.0,416,75.0,46.0,48.45454545454545,0.1791958041958042,0.2727272727272727,0.7272727272727273,35.0,76.0,6.5,0.0909090909090909,Nonessential,Nonessential
989,flgC,12.0,404,15.0,90.8,48.25,0.1837395277989337,0.1666666666666666,0.8333333333333334,25.0,81.5,9.75,0.0833333333333333,Nonessential,Nonessential
990,flgD,11.0,695,73.75,92.54545454545456,25.454545454545453,0.056346531166675,0.1818181818181818,0.7272727272727273,15.0,44.0,3.5,0.0909090909090909,Nonessential,Nonessential
991,flgE,42.0,1205,51.16666666666666,49.55555555555556,48.38095238095238,0.0617694891553812,0.1428571428571428,0.7619047619047619,24.0,58.25,6.5,0.0714285714285714,Nonessential,Nonessential
992,flgF,12.0,755,43.75,34.5,73.08333333333333,0.1489217184581422,0.0,1.0,62.5,85.25,44.5,0.0,Nonessential,Nonessential
993,flgG,16.0,782,18.5,60.0,70.4375,0.1385746606334841,0.0,0.8125,42.5,86.5,8.5,0.0,Nonessential,Nonessential
994,flgH,18.0,698,129.33333333333334,88.15384615384616,57.55555555555556,0.1268581784341096,0.1666666666666666,0.6666666666666666,14.0,75.25,3.5,0.0555555555555555,Nonessential,Nonessential
995,flgI,29.0,1097,37.6,53.0,55.13793103448276,0.0773268789488573,0.2758620689655172,0.5517241379310345,10.0,66.0,0.0,0.0689655172413793,Nonessential,Nonessential
996,flgJ,16.0,941,69.66666666666667,34.166666666666664,103.8125,0.1697253331153437,0.1875,0.75,61.0,143.0,39.5,0.125,Nonessential,Nonessential
997,flgK,43.0,1643,63.85714285714285,37.22222222222222,50.83720930232558,0.0476026118285739,0.1627906976744186,0.7906976744186046,23.0,70.5,9.5,0.0465116279069767,Nonessential,Nonessential
998,flgL,30.0,953,39.333333333333336,76.72727272727273,40.43333333333333,0.065272957193209,0.3666666666666666,0.6,27.5,67.5,0.0,0.1,Nonessential,Nonessential
999,rne,56.0,3185,0.0769230769230769,25.75,7.125,0.0034416133317232,0.75,0.1785714285714285,0.0,0.75,0.0,0.5535714285714286,Unclear,Essential
1000,rluC,28.0,959,26.0,27.875,45.42857142857143,0.0728781125027214,0.25,0.6785714285714286,18.5,44.5,1.5,0.0714285714285714,Nonessential,Nonessential
1001,yceF,14.0,623,46.375,74.375,80.0,0.197555253735029,0.2142857142857142,0.7142857142857143,35.0,76.75,4.0,0.1428571428571428,Nonessential,Nonessential
1002,yceD,15.0,521,1.6666666666666667,20.5,18.2,0.0537428023032629,0.5333333333333333,0.4,0.0,13.5,0.0,0.3333333333333333,Nonessential,Nonessential
1003,rpmF,1.0,173,11.5,19.75,23.0,0.2045353490440195,0.0,1.0,23.0,23.0,23.0,0.0,Essential,Nonessential
1004,plsX,28.0,1040,40.5,91.375,63.92857142857143,0.0945688926458157,0.0357142857142857,0.9642857142857144,42.0,77.0,26.0,0.0357142857142857,Nonessential,Nonessential
1005,fabH,18.0,953,0.0,2.111111111111111,0.2777777777777778,0.0004484264715114,0.8888888888888888,0.0,0.0,0.0,0.0,0.7222222222222222,Essential,Nonessential
1006,fabD,20.0,929,0.0,3.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1007,fabG,24.0,734,0.0,0.0,0.6666666666666666,0.0013973310976035,0.9166666666666666,0.0833333333333333,0.0,0.0,0.0,0.5833333333333334,Essential,Essential
1009,fabF,33.0,1241,19.857142857142858,32.642857142857146,25.09090909090909,0.0311050754241729,0.2424242424242424,0.7272727272727273,17.0,29.0,1.0,0.0909090909090909,Nonessential,Nonessential
1010,pabC,24.0,809,36.66666666666666,61.72727272727273,32.208333333333336,0.0612500396183956,0.2083333333333333,0.6666666666666666,11.0,40.25,2.75,0.0416666666666666,Nonessential,Nonessential
1011,mltG,33.0,1022,13.6,60.0,63.333333333333336,0.095338451502835,0.2121212121212121,0.696969696969697,25.0,67.0,2.0,0.0606060606060606,Nonessential,Nonessential
1012,tmk,18.0,641,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1013,holB,28.0,1004,0.0,18.666666666666668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1014,ycfH,26.0,797,7.333333333333333,76.2,69.57692307692308,0.1343054204747091,0.1538461538461538,0.8076923076923077,45.0,83.75,8.0,0.0769230769230769,Nonessential,Nonessential
1015,ptsG,38.0,1433,37.55555555555556,88.05555555555556,68.97368421052632,0.0740497978533751,0.131578947368421,0.7894736842105263,36.5,74.5,7.0,0.0263157894736842,Nonessential,Nonessential
1016,fhuE,73.0,2189,41.45454545454545,57.60606060606061,91.56164383561644,0.0643508759430835,0.0821917808219178,0.863013698630137,60.0,128.0,27.0,0.0136986301369863,Nonessential,Nonessential
1017,hinT,10.0,359,57.333333333333336,50.25,43.1,0.1847010927790872,0.3,0.6,24.0,43.0,0.5,0.1,Nonessential,Nonessential
1018,ycfL,9.0,377,0.0,43.71428571428572,62.0,0.2530095898796164,0.1111111111111111,0.7777777777777778,39.0,115.0,29.0,0.1111111111111111,Nonessential,Nonessential
1019,lpoB,17.0,641,0.0,118.72727272727272,51.05882352941177,0.1225460783137207,0.0588235294117647,0.7647058823529411,31.0,77.0,13.0,0.0588235294117647,Nonessential,Nonessential
1020,thiK,28.0,824,90.5,53.77777777777778,72.10714285714286,0.1346287207937693,0.1785714285714285,0.8214285714285714,49.5,92.25,12.75,0.0357142857142857,Nonessential,Nonessential
1021,nagZ,19.0,1025,37.6,71.83333333333333,77.21052631578948,0.115888219610941,0.3157894736842105,0.631578947368421,20.0,88.5,0.0,0.1052631578947368,Nonessential,Nonessential
1022,ycfP,15.0,542,72.8,54.833333333333336,99.86666666666666,0.2834705270129624,0.3333333333333333,0.6666666666666666,47.0,168.5,0.0,0.2,Nonessential,Nonessential
1023,ndh,29.0,1304,20.25,34.76190476190476,34.827586206896555,0.0410896486631625,0.2758620689655172,0.6206896551724138,14.0,44.0,0.0,0.0689655172413793,Unclear,Nonessential
1024,ycfJ,13.0,539,18.5,75.8,48.38461538461539,0.138103654587171,0.2307692307692307,0.7692307692307693,11.0,22.0,8.0,0.1538461538461538,Nonessential,Nonessential
1025,comR,15.0,695,12.6,25.8,34.86666666666667,0.0771813318575908,0.0666666666666666,0.7333333333333333,25.0,55.0,6.0,0.0666666666666666,Nonessential,Nonessential
1026,bhsA,3.0,257,1.0,30.625,11.333333333333334,0.0678439588945425,0.0,1.0,11.0,12.5,10.0,0.0,Unclear,Nonessential
1027,ycfS,29.0,959,5.0,78.6,36.72413793103448,0.0589141540563639,0.2413793103448276,0.7241379310344828,29.0,55.0,1.0,0.0689655172413793,Nonessential,Nonessential
1028,mfd,69.0,3494,76.52941176470588,61.19047619047619,52.81159420289855,0.023253751135088,0.2318840579710145,0.7246376811594203,27.0,76.0,3.0,0.0289855072463768,Nonessential,Nonessential
1029,ycfT,34.0,1073,36.71428571428572,125.25,46.64705882352941,0.0668822981196206,0.1470588235294117,0.8235294117647058,24.0,53.5,12.25,0.0294117647058823,Nonessential,Nonessential
1030,lolC,31.0,1199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1031,lolD,13.0,701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Essential,Essential
1032,lolE,38.0,1238,0.0,2.533333333333333,0.2631578947368421,0.0003270260901414,0.9473684210526316,0.0263157894736842,0.0,0.0,0.0,0.6842105263157895,Essential,Essential
1033,cobB,19.0,839,11.75,16.4,85.26315789473684,0.156345755743535,0.0,0.9473684210526316,77.0,135.0,15.5,0.0,Nonessential,Nonessential
1034,ycfZ,32.0,788,8.5,8.35,6.4375,0.0125683326825458,0.53125,0.375,0.0,9.0,0.0,0.125,Nonessential,Nonessential
1035,potD,33.0,1046,38.0,10.4,47.696969696969695,0.0701529191012938,0.1818181818181818,0.696969696969697,22.0,53.0,2.0,0.0606060606060606,Nonessential,Nonessential
1036,potC,21.0,794,81.42857142857143,65.23076923076923,25.047619047619047,0.0485324918574288,0.238095238095238,0.5238095238095238,6.0,27.0,1.0,0.1428571428571428,Nonessential,Nonessential
1037,potB,23.0,857,95.66666666666669,25.33333333333333,31.82608695652174,0.0571332680307364,0.2608695652173913,0.6521739130434783,11.0,38.5,0.5,0.0434782608695652,Nonessential,Nonessential
1038,potA,25.0,1136,20.33333333333333,57.75,49.56,0.0671180931744312,0.2,0.8,49.0,76.0,7.0,0.12,Nonessential,Nonessential
1039,pepT,35.0,1226,54.6,92.0,75.4,0.0946166394779771,0.2285714285714285,0.7428571428571429,35.0,116.5,5.0,0.0857142857142857,Nonessential,Nonessential
1040,roxA,26.0,1121,38.333333333333336,42.85714285714285,61.69230769230769,0.0846665857301965,0.0769230769230769,0.8076923076923077,46.5,74.75,13.0,0.0384615384615384,Nonessential,Nonessential
1041,phoQ,38.0,1460,30.55555555555556,57.6,56.47368421052632,0.0595086240363817,0.0789473684210526,0.7894736842105263,33.0,87.75,12.75,0.0526315789473684,Nonessential,Nonessential
1042,phoP,22.0,671,30.666666666666668,79.75,29.772727272727277,0.0682625868914989,0.0909090909090909,0.8636363636363636,22.5,39.75,12.0,0.0454545454545454,Nonessential,Nonessential
1043,purB,34.0,1370,3.4285714285714284,2.357142857142857,0.7058823529411765,0.0007926809129041,0.9117647058823528,0.088235294117647,0.0,0.0,0.0,0.6176470588235294,Essential,Essential
1044,hflD,13.0,641,26.0,25.5,49.76923076923077,0.1194509318834291,0.2307692307692307,0.6923076923076923,24.0,86.0,2.0,0.0769230769230769,Unclear,Nonessential
1045,mnmA,27.0,1106,5.0,18.5,3.6296296296296298,0.0050488658083594,0.4814814814814814,0.1851851851851851,1.0,3.0,0.0,0.2222222222222222,Essential,Nonessential
1046,nudJ,13.0,461,76.66666666666667,26.6,25.615384615384617,0.0854843471229254,0.3076923076923077,0.6923076923076923,18.0,42.0,0.0,0.1538461538461538,Nonessential,Nonessential
1047,rluE,18.0,653,6.0,127.5,40.388888888888886,0.0951558225677674,0.1666666666666666,0.7777777777777778,31.0,55.0,6.5,0.0555555555555555,Nonessential,Nonessential
1048,icd,31.0,1250,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unclear,Nonessential
1049,ycgX,21.0,404,0.0,2.2857142857142856,4.428571428571429,0.0168643237950168,0.5714285714285714,0.2857142857142857,0.0,6.0,0.0,0.1428571428571428,Nonessential,Nonessential
1050,bluR,24.0,731,50.333333333333336,56.5,58.333333333333336,0.1227682486232417,0.1666666666666666,0.8333333333333334,35.0,70.0,12.75,0.0833333333333333,Nonessential,Nonessential
1051,bluF,44.0,1211,39.55555555555556,15.0,22.40909090909091,0.0284686411854041,0.2272727272727272,0.6363636363636364,17.5,31.25,2.5,0.0454545454545454,Nonessential,Nonessential
1052,ycgZ,4.0,236,58.0,17.0,41.0,0.2672750977835724,0.0,1.0,39.5,54.5,26.0,0.0,Nonessential,Nonessential
1053,ariR,17.0,266,3.333333333333333,2.5,2.5294117647058822,0.0146293335147824,0.7058823529411765,0.0588235294117647,0.0,2.0,0.0,0.1764705882352941,Unclear,Nonessential
1054,ymgC,11.0,248,1.0,9.285714285714286,3.909090909090909,0.0242499436047823,0.7272727272727273,0.1818181818181818,0.0,0.5,0.0,0.3636363636363636,Nonessential,Nonessential
1055,pdeG,62.0,1523,32.75,7.909090909090909,17.403225806451612,0.017579903840044,0.4032258064516129,0.4516129032258064,3.0,23.0,0.0,0.0967741935483871,Nonessential,Nonessential
1056,ymgF,9.0,218,33.333333333333336,8.0,8.222222222222221,0.0580255626127185,0.6666666666666666,0.2222222222222222,0.0,2.0,0.0,0.4444444444444444,Nonessential,Nonessential
1057,ymgD,10.0,329,4.0,1.0,35.8,0.1674070610240822,0.3,0.7,24.0,40.5,3.25,0.2,Nonessential,Nonessential
1058,ymgG,8.0,284,0.0,28.666666666666668,27.875,0.1510021668472372,0.125,0.625,26.0,38.25,4.0,0.125,Nonessential,Nonessential
1059,minE,9.0,266,0.0,14.0,11.666666666666666,0.0674763832658569,0.6666666666666666,0.3333333333333333,0.0,27.0,0.0,0.3333333333333333,Unclear,Essential
1060,minD,27.0,812,82.25,55.57142857142857,26.33333333333333,0.0498926360995326,0.2592592592592592,0.5555555555555556,14.0,34.5,0.5,0.037037037037037,Nonessential,Essential
1061,minC,19.0,695,70.0,11.666666666666666,48.73684210526316,0.1078845425683744,0.1052631578947368,0.7894736842105263,33.0,57.0,21.0,0.0526315789473684,Nonessential,Nonessential
1062,ycgJ,12.0,368,37.25,9.75,15.416666666666666,0.0644509476031215,0.25,0.6666666666666666,12.0,23.25,1.5,0.1666666666666666,Nonessential,Nonessential
1063,pliG,20.0,401,59.0,8.428571428571429,57.1,0.2190677153270669,0.05,0.8,39.5,79.25,12.75,0.05,Nonessential,Nonessential
1064,ycgL,10.0,293,52.0,68.5,67.3,0.3533735888684693,0.3,0.7,57.5,115.0,5.25,0.1,Nonessential,Nonessential
1065,ycgM,15.0,659,67.5,51.8,43.266666666666666,0.1010077428893817,0.2666666666666666,0.7333333333333333,25.0,64.0,3.0,0.2,Nonessential,Nonessential
1066,ycgN,13.0,446,55.5,91.6,26.615384615384617,0.0918088465518613,0.0,0.9230769230769232,18.0,29.0,10.0,0.0,Nonessential,Nonessential
1067,umuD,14.0,419,4.0,40.5,57.07142857142857,0.2095517847307823,0.0714285714285714,0.8571428571428571,49.0,82.25,16.75,0.0714285714285714,Nonessential,Nonessential
1068,umuC,32.0,1268,18.857142857142858,43.46153846153846,46.0625,0.0558875272991992,0.15625,0.71875,20.0,63.5,4.75,0.0625,Nonessential,Nonessential
1069,dsbB,15.0,530,144.0,19.0,62.266666666666666,0.1807450411223996,0.1333333333333333,0.8666666666666667,58.0,75.0,26.0,0.0666666666666666,Nonessential,Nonessential
1070,nhaB,36.0,1541,14.142857142857142,55.47058823529412,39.94444444444444,0.0398786446807212,0.2222222222222222,0.7222222222222222,21.0,64.25,1.75,0.0555555555555555,Nonessential,Nonessential
1071,fadR,27.0,719,24.0,23.0,36.888888888888886,0.0789320399890636,0.1111111111111111,0.8148148148148148,22.0,57.0,10.5,0.074074074074074,Nonessential,Nonessential
1072,ycgB,52.0,1532,56.11111111111112,52.2,51.65384615384615,0.0518717073246095,0.2692307692307692,0.6538461538461539,22.0,90.0,0.0,0.0384615384615384,Nonessential,Nonessential
1073,dadA,34.0,1298,83.25,35.583333333333336,53.64705882352941,0.0635854673741014,0.2058823529411764,0.7647058823529411,36.0,66.25,6.75,0.088235294117647,Nonessential,Nonessential
1074,dadX,25.0,1070,54.0,19.153846153846157,52.4,0.0753414809489575,0.16,0.84,34.0,65.0,15.0,0.04,Nonessential,Nonessential
1075,cvrA,48.0,1736,106.83333333333331,119.4,81.5625,0.0722815490960652,0.1458333333333333,0.7916666666666666,46.5,114.0,13.5,0.0416666666666666,Nonessential,Nonessential
1076,ldcA,21.0,914,37.6,32.8,36.523809523809526,0.0614775450661665,0.2857142857142857,0.7142857142857143,16.0,38.0,0.0,0.0952380952380952,Nonessential,Nonessential
1077,emtA,18.0,611,55.0,73.83333333333333,55.16666666666666,0.138906374585589,0.1666666666666666,0.8333333333333334,24.0,76.0,10.25,0.1111111111111111,Nonessential,Nonessential
1078,ycgR,23.0,734,2.6666666666666665,70.75,41.95652173913044,0.0879407288600512,0.217391304347826,0.7391304347826086,35.0,70.5,5.5,0.0869565217391304,Nonessential,Nonessential
1079,ymgE,6.0,254,38.5,72.0,33.333333333333336,0.2018978396931152,0.0,1.0,13.0,22.25,7.5,0.0,Nonessential,Nonessential
1080,ycgY,18.0,440,5.0,44.833333333333336,17.555555555555557,0.0613830613830613,0.1666666666666666,0.6111111111111112,14.5,20.75,2.25,0.1111111111111111,Nonessential,Nonessential
1081,treA,45.0,1697,9.625,51.77777777777778,68.84444444444445,0.0624128048995462,0.1555555555555555,0.7777777777777778,59.0,95.0,14.0,0.0666666666666666,Nonessential,Nonessential
1082,dhaM,43.0,1418,83.875,63.578947368421055,57.372093023255815,0.0622459509854137,0.1162790697674418,0.8837209302325582,29.0,62.0,13.5,0.0232558139534883,Nonessential,Nonessential
1083,dhaL,16.0,632,0.0,74.14285714285714,42.1875,0.1026959591041869,0.125,0.75,24.0,64.5,5.75,0.0625,Nonessential,Nonessential
1084,dhaK,28.0,1070,169.0,45.083333333333336,63.71428571428572,0.091609325254185,0.1785714285714285,0.75,34.5,89.25,9.5,0.0714285714285714,Nonessential,Nonessential
1085,dhaR,52.0,1919,72.5,31.647058823529413,77.36538461538461,0.0620237981443737,0.1153846153846153,0.7884615384615384,42.5,121.5,14.75,0.0384615384615384,Nonessential,Nonessential
1086,ycgV,96.0,2867,21.09523809523809,127.97826086956522,61.739583333333336,0.033130092207525,0.0625,0.84375,43.5,92.75,21.0,0.0208333333333333,Nonessential,Nonessential
1087,ychF,18.0,1091,4.0,14.625,20.166666666666668,0.0284378011234106,0.3888888888888889,0.5,3.5,34.5,0.0,0.1111111111111111,Unclear,Nonessential
1088,pth,17.0,584,0.0,28.666666666666668,1.411764705882353,0.0037190851050641,0.8235294117647058,0.1176470588235294,0.0,0.0,0.0,0.4705882352941176,Essential,Essential
1089,ychH,9.0,278,0.0,56.0,62.333333333333336,0.34495480538646,0.1111111111111111,0.7777777777777778,57.0,103.0,13.0,0.1111111111111111,Nonessential,Nonessential
